Stop Code,Stop Name_x,Latitude,Longitude,Status,FID,ASSETID,stop_lat,stop_lon,stop_name,Stop_Site,Street_Nam,AADT,AvgWeekday,AvgWeekd_1,Bus_Loadin,Concrete_R,County,Edge_of_Pa,Is_Active_,Is_Active1,Is_Activ_1,Is_Activ_2,Is_Activ_3,Agency,MicroTrans,Shared_Rou,Shelter_QT,Shelter_Ty,ShelterCol,Signal_Typ,Timepoint,ADA,Area_Light,BenchColor,Bike_Lane_,Bike_Parki,Bike_Par_1,Bus_Stop_L,Real_Time_,Seating_QT,Seating_Ty,Site_Shade,Trash_Can_,Waiting_Ar,Crosswalk_,Crosswalk1,Crosswal_1,Landing_Lo,Landing_Ma,Landing_Pa,Landing_Ty,Sidewalk_C,Sidewalk_1,Sidewalk_2,Sidewalk_O,Sidewalk_T,STATUS,LIFECYCLES,ENCROACHME,IMPROVEMEN,DOCUMENTFO,bus_stop_visible_2026,visibility_confidence_2026,stop_surface_2026,landing_type_2026,sidewalk_connection_2026,landing_pad,shelter_n_2026,bench_n_2026,trash_can_n_2026,street_lighting_2026,notes_2026,Stop Name_y,Avg Daily Total On,Avg Daily Total Off,Avg Daily Total Activity,Complaints_n_2026,ridership_score,complaint_score,amenity_score,condition_score,roadway_score,context_score,cleaning_priority_score,recommended_tier,recommended_frequency,recommended_cleaning_level,review_flag,abc_comparison
5043,Holloway St at Adams St (EB),35.98868,-78.85199,Active,847.0,STOP10100,35.9887903,-78.85243382,   Holloway St at Adams St (EB),Far_Side,Holloway,22000.0,12.0,8.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,3B,1.0,Current,Black,Traffic_Ped_Crossing, ,No_SingleDoor,Fair, , ,0.0,,Shelter,No,2.0,Bench_Permanent,,Concrete,Fair,Fair,Within_100_FT,Marked,Curb_Height,Concrete,Yes_Single_Door,Paved,Good,One,Both,Other,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,1.0,1.0,1.0,No,"The bus stop is clearly visible with a shelter, an integrated bench, a trash can, and a concrete landing pad connected to a continuous sidewalk.",Holloway St at Adams St (EB),10.3,18.5,28.8,,2,0,7,0,2,0,11,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5044,Duke St at Harper Pl,36.006837,-78.905495,Active,360.0,STOP10101,36.006837,-78.905495,   Duke St at Harper Pl,Far_Side,Duke,8900.0,10.0,6.0,Traffic_Lane,No,Durham,Granite_Curb,Yes, ,No, , ,GoDurham, ,1,0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkWithStrip,, , ,0.0,,Pole,No,0.0,,Trees_Good,,Fair,Fair,Within_Sight,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Good,Both,One,,Concrete, ,, , , ,Yes,1.0,Grass,Unpaved_Grass_Strip_And_Sidewalk,No,,0.0,0.0,0.0,Yes,"The bus stop sign is clearly visible on a metal post in the grass strip next to a utility pole. There is a sidewalk running parallel to the road behind the grass strip, but no paved connection to the curb.",Duke St at Harper Pl,10.2,12.0,22.2,,2,0,0,3,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5045,Roxboro Rd at Edgewood Dr,36.02775,-78.89,Active,1424.0,STOP10102,36.02775,-78.89,   Roxboro Rd at Edgewood Dr,Far_Side,Roxboro,26500.0,1.0,3.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,4,0.0,, ,, ,Yes_Sidewalk,Fair, , ,0.0,,Pole,No,0.0,,,,Poor,Poor,Within_100_FT,Marked,Curb_Height,Concrete,Other,Paved,Poor,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,0.0,0.0,0.0,No,"The bus stop sign is clearly visible, mounted vertically on the wooden utility pole in the right view.",Roxboro Rd at Edgewood Dr,3.1,0.9,4.0,1.0,1,2,0,0,2,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5047,Roxboro Rd at Markham Ave (south),36.009347,-78.891827,Active,1441.0,STOP10103,36.009347,-78.891827,   Roxboro Rd at Markham Ave (south),Near_Side,Roxboro,9200.0,3.0,1.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,4,0.0,, ,, ,No_SidewalkWithStrip,Poor, , ,0.0,,Pole,No,0.0,,Trees_Good,,Good,Good,Within_Sight,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Poor,Both,Both,Tree,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,0.0,0.0,0.0,No,The bus stop sign is clearly visible on a metal post adjacent to a continuous concrete sidewalk.,Roxboro Rd at Markham Ave (south),0.8,1.4,2.3,,1,0,0,0,0,0,1,Low,Monthly,Basic,,Needs current A/B/C category
5048,Chapel Hill Rd at Pinecrest Rd,35.97935,-78.9352,Active,214.0,STOP10104,35.97935,-78.9352,   Chapel Hill Rd at Pinecrest Rd,Near_Side,Chapel Hill Rd,9900.0,1.0,0.0,Other,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"10, 10B",0.0,, ,, ,No_SidewalkWithStrip,Poor, , ,0.0,,,No,0.0,,Trees_Good,,,,,,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Poor,Both,Both,Mud,Concrete, ,, , , ,Yes,0.85,Grass,Unpaved_Grass_Strip_And_Sidewalk,Yes,,0.0,0.0,0.0,No,The bus stop sign is a small white rectangular sign on a metal post located to the right of the green street name sign. The boarding area is on a pine straw/grass surface directly adjacent to a concrete sidewalk and curb ramp.,Chapel Hill Rd at Pinecrest Rd,1.0,1.5,2.5,,1,0,0,2,0,3,6,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5054,University Dr at Larchmont Dr,35.960943,-78.962345,Active,1653.0,STOP10106,35.960943,-78.962345,   University Dr at Larchmont Dr,Near_Side,University Dr,15000.0,4.0,3.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,10,0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkAbuts,Fair,Brown, ,0.0,,Pole,No,3.0,Bench_Permanent,Trees_Good,,Fair,Fair,Within_100_FT,Marked,Curb_Height,Concrete,Other,Paved,Good,Both,Both,,Concrete, ,, , , ,,,,,,,,,,,,University Dr at Larchmont Dr,2.8,6.4,9.2,,1,0,1,0,0,2,4,Low,Monthly,Basic,,Needs current A/B/C category
5055,Gregson St at Englewood Ave,36.01513,-78.90835,Active,726.0,STOP10279,36.01513,-78.90835,   Gregson St at Englewood Ave,Near_Side,N Gregson,9200.0,0.0,0.0,Traffic_Lane,No,Durham,Granite_Curb,Yes, ,No, , ,GoDurham, ,1,0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkWithStrip,Poor, , ,0.0,,,No,0.0,,Trees_Good,,Poor,Poor,Not_Convenient,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Poor,Both,Both,Other,Concrete, ,, , , ,Yes,1.0,Grass,Unpaved_Grass_Strip_And_Sidewalk,No,,0.0,0.0,0.0,No,"The bus stop sign is visible on a metal post next to the sidewalk. There is a grass strip between the sidewalk and the curb, meaning passengers must step onto grass to board.",Gregson St at Englewood Ave,0.3,0.4,0.7,,1,0,0,3,0,0,4,Low,Monthly,Basic,,Needs current A/B/C category
5056,Lawson St at Sima Ave (EB),35.97451,-78.89105,Active,978.0,STOP10107,35.97451,-78.89105,   Lawson St at Sima Ave (EB),Midblock,Lawson,8600.0,24.0,4.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,8,0.0,, ,, ,Yes_Single_Door,Fair, , ,0.0,,,No,0.0,,Trees_Good,,,,Within_100_FT,Unmarked,Curb_Height,Concrete,Yes_Single_Door,Paved,Good,One,One,Mud,Concrete, ,, , , ,Yes,0.9,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,0.0,0.0,0.0,No,"The bus stop sign is visible on a metal post in the left view, situated on the grass strip between the concrete sidewalk and the curb.",Lawson St at Sima Ave (EB),2.2,16.5,18.7,,2,0,0,1,0,0,3,Low,Monthly,Basic,,Needs current A/B/C category
5057,Angier Ave at Driver St (EB),35.9821,-78.87797,Active,27.0,STOP10108,35.9821,-78.87797,   Angier Ave at Driver St (EB),Near_Side,Angier Ave,7400.0,8.0,2.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,2,0.0,, ,Traffic_Ped_Crossing, ,Yes_Sidewalk,Good, , ,0.0,,,No,0.0,,,Metal,Good,Good,Within_100_FT,Marked,Curb_Height,Brick_and_Concrete,Other,Paved,Fair,Both,Both,,Concrete, ,, , , ,Yes,0.9,Concrete,Paved,Yes,Two_doors,0.0,0.0,1.0,Yes,The bus stop is marked by a sign post located on the concrete sidewalk behind the parked black pickup truck. A public trash can is located next to the sign post.,Angier Ave at Driver St (EB),2.4,12.8,15.2,,2,0,3,0,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5060,Dearborn Dr at Ruth St,36.037333,-78.871642,Active,310.0,STOP10786,36.037333,-78.871642,   Dearborn Dr at Ruth St,Far_Side,Dearborn,8650.0,1.0,0.0,Traffic_Lane,No,Durham,Open_Section,Yes, ,No, , ,GoDurham, ,9 9A 9B,0.0,, ,, ,,Fair, , ,0.0,,,No,0.0,,,,Poor,Poor,Within_100_FT,Marked,Below_Grade,Mud,,Unpaved,,,,,, ,, , , ,Yes,0.9,Grass,Unpaved,No,,0.0,0.0,0.0,Yes,The bus stop sign is visible on a metal post near the intersection of Dearborn Dr and Ruth St. The boarding area is entirely grass with no sidewalk connection or landing pad.,Dearborn Dr at Ruth St,2.7,10.6,13.3,,1,0,0,4,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5064,Otis St at Red Oak Ave,35.970147,-78.909488,Active,1303.0,STOP10724,35.970147,-78.909488,   Otis St at Red Oak Ave,Far_Side,Otis,0.0,4.0,2.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,7,0.0,, ,, ,,Good, , ,0.0,,Pole,No,0.0,,,,,,,,Curb_Height,Grass,,Unpaved,,,,,, ,, , , ,Yes,0.9,Grass,Unpaved,No,,0.0,0.0,0.0,Yes,The bus stop sign is visible mounted on a wooden utility pole on the grassy shoulder. There is no sidewalk or paved landing pad at this location.,Otis St at Red Oak Ave,1.7,6.5,8.2,,1,0,0,4,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5067,Geer St at Mangum St,36.003935,-78.89489168,Active,1015.0,STOP10110,36.00393548,-78.89464027,   Mangum St at Geer St,Near_Side,Mangum,8400.0,6.0,6.0,Traffic_Lane,No,Durham,Granite_Curb,Yes, ,No, , ,GoDurham, ,4,0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkWithStrip,Poor, , ,0.0,,,No,0.0,,Trees_Fair,Concrete,Fair,Fair,Within_100_FT,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Poor,Both,Both,Other,Concrete, ,, , , ,,,,,,,,,,,,Mangum St at Geer St,6.5,7.2,13.7,2.0,1,3,0,1,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5075,Milton Rd at Eno Valley Elementary (SB),36.08612,-78.91153,Active,1078.0,STOP10111,36.08612,-78.91153,   Milton Rd at Eno Valley Elementary (SB),Near_Side,Milton,6500.0,2.0,3.0,Traffic_Lane,No,Durham,Open_Section,Yes, ,No, , ,GoDurham, ,9B,0.0,, ,Traffic_Only, ,,Fair, , ,0.0,,,No,0.0,,,,,,,,Level_with_Roadway,Grass,,Unpaved,,,,,, ,, , , ,,,,,,,,,,,,Milton Rd at Eno Valley Elementary (SB),3.9,1.3,5.2,,1,0,0,2,0,0,3,Low,Monthly,Basic,,Needs current A/B/C category
5078,Trent Dr at Duke Clinics ,36.004779,-78.934944,Active,1612.0,STOP10935,36.004779,-78.934944,   Trent Dr at Duke Hospital South (WB),Midblock,Trent Dr,9600.0,41.0,6.0,Bus_Lane,No,Durham,Granite_Curb,Yes, ,Yes, , , , ,"6, DRX, H2, H5",1.0,Other,Other,,GoDurham Timepoint,No_SidewalkAbuts,Fair,Brown, ,0.0,,Shelter,No,5.0,Bench_Permanent,,,Good,Good,Within_100_FT,Marked,Curb_Height,Concrete,Other,Paved,Good,Both,Both,,Concrete, ,, , , ,,,,,,,,,,,,Trent Dr at Duke Hospital South (WB),17.0,51.6,68.6,,4,0,4,0,0,0,8,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5080,Fayetteville St at Homeland Ave (NB),35.962229,-78.908606,Active,601.0,STOP10112,35.962229,-78.908606,   Fayetteville St at Homeland Ave (NB),Midblock,Fayetteville,13000.0,12.0,30.0,Other,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,5,0.0,, ,, ,No_SidewalkWithStrip,Fair, , ,0.0,,Pole,No,0.0,,,Concrete,,,,,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Fair,Both,Both,Other,Concrete, ,, , , ,Yes,0.9,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,0.0,0.0,1.0,No,The bus stop is identified by a metal sign post and a brown public trash can located on the grass strip between the concrete sidewalk and the curb. A GoRaleigh bus is visible on the road in the left-facing views.,Fayetteville St at Homeland Ave (NB),36.2,34.9,71.1,,4,0,3,1,0,0,8,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5081,Trent Dr at Duke Circle Parking Deck,36.006277,-78.934438,Active,1610.0,STOP10897,36.006277,-78.934438,   Trent Dr at Duke Circle Parking Deck,Midblock,Trent Dr,9600.0,4.0,1.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"6, H2, H5",0.0,, ,, ,No_SidewalkAbuts,Good, , ,0.0,,,No,0.0,,,,Good,Good,Within_100_FT,Marked,Curb_Height,Concrete,Other,Paved,Good,Both,Both,,Concrete, ,, , , ,,,,,,,,,,,,Trent Dr at Duke Circle Parking Deck,0.8,2.2,3.0,,1,0,0,0,0,0,1,Low,Monthly,Basic,,Needs current A/B/C category
5084,Old Farm Rd at Roxboro St (JFK Towers),36.065632,-78.904357,Active,1288.0,STOP10113,36.065632,-78.904357,   Old Farm Rd at Roxboro St (JFK Towers),Midblock,Old Farm,0.0,1.0,0.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"9, 9B",1.0,Current,Grey,, ,Yes_Two_Doors,Good,Grey, ,4.0,U,Shelter,No,2.0,Bench_Permanent,,Metal,,,,,Curb_Height,Concrete,Yes_Two_Doors,Paved,Good,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,1.0,1.0,1.0,Yes,"The bus stop features a standard shelter with an integrated bench, a trash can, and a bus stop sign located on the left. The boarding area is a wide, paved concrete sidewalk directly connected to the curb.",Old Farm Rd at Roxboro St (JFK Towers),54.7,50.9,105.6,,4,0,7,0,0,0,11,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5088,S Alston Ave at Massey Ave (SB),35.97835,-78.89238,Active,1492.0,STOP10114,35.97835,-78.89238,   S Alston Ave at Massey Ave (SB),Far_Side,S Alston Ave,24000.0,8.0,2.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"12, 12B",0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkWithStrip,Good, , ,0.0,,Pole,No,0.0,,Trees_Fair,Concrete,Poor,Poor,Within_Sight,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Poor,Both,Both,Mud,Concrete, ,, , , ,Yes,1.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,0.0,0.0,0.0,Yes,"The bus stop sign is clearly visible next to the utility pole on the east side of S Alston Ave, in front of the blue house (903). The boarding area features a concrete sidewalk separated from the curb by a grass strip.",S Alston Ave at Massey Ave (SB),4.1,11.0,15.1,,2,0,0,1,2,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5089,Duke St at Englewood Ave,36.0153423,-78.9054261,Active,358.0,STOP10115,36.015543,-78.905404,   Duke St at Englewood Ave,Near_Side,Duke,8800.0,0.0,0.0,Traffic_Lane,No,Durham,Granite_Curb,Yes, ,No, , ,GoDurham, ,1,0.0,, ,Traffic_Ped_Crossing, ,,Poor, , ,0.0,,,No,0.0,,Trees_Good,,Fair,Fair,Within_Sight,Marked,Curb_Height,Dirt,,Unpaved,,,,,, ,, , , ,Yes,1.0,Grass,Unpaved,No,,0.0,0.0,0.0,No,"The bus stop is marked by a sign on a metal post on a grassy shoulder. There is no sidewalk connection, landing pad, or other amenities present.",Duke St at Englewood Ave,0.3,0.7,1.0,,1,0,0,4,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5091,E Club Blvd at Glenbrook Dr (SB),36.02387,-78.87682,Active,410.0,STOP10833,36.02387,-78.87682,   E Club Blvd at Glenbrook Dr (SB),Near_Side,E Club Blvd,6400.0,1.0,2.0,Traffic_Lane,No,Durham,Open_Section,Yes, ,No, , ,GoDurham, ,9 9A 9B,0.0,, ,, ,,Fair, , ,0.0,,,No,0.0,,Trees_Good,,,,,,Below_Grade,Dirt,,Unpaved,,,,,, ,, , , ,Yes,0.9,Grass,Unpaved,No,,0.0,0.0,0.0,No,The bus stop sign is visible on the far right edge of the right view image. The stop is located on a grass shoulder with no sidewalk connection or landing pad.,E Club Blvd at Glenbrook Dr (SB),8.3,7.3,15.6,,2,0,0,4,0,0,6,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5093,University Dr at South Square Mall,35.965545,-78.957312,Active,1663.0,STOP10116,35.965545,-78.957312,   University Dr at South Square Mall,Midblock,University Dr,10500.0,12.0,4.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"10, 10B",1.0,Techline,Black,Traffic_Ped_Crossing, ,Yes_Single_Door,Good,Black, ,0.0,,Pole,No,3.0,Bench_Permanent,,Concrete,Fair,Fair,Within_Sight,Marked,Curb_Height,Concrete,Yes_Single_Door,Paved,Poor,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,1.0,1.0,1.0,Yes,"The bus stop features a shelter with an integrated bench, a trash can, and a street light pole directly adjacent to the concrete boarding pad, which is connected to the sidewalk.",University Dr at South Square Mall,4.2,16.0,20.2,,2,0,7,0,0,3,12,High,Weekly,Enhanced,,Needs current A/B/C category
5094,Lakewood Ave at Blackwell St,35.987322,-78.907022,Active,939.0,STOP10709,35.987322,-78.907022,   Lakewood Ave at Blackwell St,Far_Side,Lakewood,12000.0,7.0,3.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,7,0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkWithStrip,Fair, , ,0.0,,,No,0.0,,Trees_Fair,Concrete,Good,Good,Within_100_FT,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Fair,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,0.0,0.0,1.0,No,"The bus stop is clearly visible on the left view, featuring a bus stop sign on a metal post, a concrete sidewalk with a curb ramp, and a concrete trash can near the utility pole.",Lakewood Ave at Blackwell St,7.1,11.9,19.0,1.0,2,2,3,0,0,0,7,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5097,Roxboro Rd at Murray Ave,36.0295,-78.89038,Active,1446.0,STOP10117,36.0295,-78.89038,   Roxboro Rd at Murray Ave,Near_Side,Roxboro,26500.0,2.0,8.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,4,0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkAbuts,Fair, , ,0.0,,Pole,No,0.0,,,Concrete,Poor,Poor,Within_100_FT,Marked,Curb_Height,Concrete,Other,Paved,Good,Both,Both,,Concrete, ,, , , ,Yes,0.9,Concrete,Paved,Yes,Two_doors,0.0,1.0,0.0,Yes,"The bus stop is identified by a wooden bench located on the grass strip adjacent to the concrete sidewalk. No bus stop sign is clearly visible, but the boarding area and sidewalk connection are clear.",Roxboro Rd at Murray Ave,22.2,6.4,28.6,,2,0,1,0,2,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5099,Carver St at Patrick Henry Dr (EB),36.040557,-78.897692,Active,175.0,STOP10819,36.040557,-78.897692,   Carver St at Patrick Henry Dr (EB),Midblock,Carver,10500.0,0.0,1.0,Other,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"9, 9A",0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkWithStrip,Fair,Blue, ,0.0,,,No,2.0,Simme_Seat,Trees_Good,,Fair,Fair,Within_Sight,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Fair,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,No,,0.0,1.0,0.0,No,"The bus stop features a sign and a small two-seat bench on a concrete sidewalk, which is separated from the road curb by a grass strip.",Carver St at Patrick Henry Dr (EB),10.9,3.7,14.6,,2,0,1,2,0,3,8,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5100,Weaver St at Weaver St Park,35.963836,-78.91454,Active,1788.0,STOP10728,35.96383603,-78.91454028,   Weaver St at Weaver St Park,Far_Side,E Weaver,0.0,28.0,7.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,7,0.0,, ,, ,No_SidewalkWithStrip,Poor,Blue, ,0.0,,Pole,No,2.0,Simme_Seat,Trees_Fair,,,,Within_Sight,Unmarked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Poor,Both,Both,Mud,Concrete, ,, , , ,Yes,0.9,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,0.0,1.0,0.0,No,"A blue Simme-seat (compact bus stop bench) is visible next to the sidewalk. There is no bus stop sign visible, but the bench indicates the stop location. The boarding area consists of a concrete sidewalk separated from the curb by a grass strip.",Weaver St at Weaver St Park,8.4,27.2,35.6,,3,0,1,1,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5102,Shirley St at Crest St,36.012625,-78.93977,Active,1512.0,STOP10902,36.012625,-78.93977,   Shirley St at Crest St,Near_Side,Shirley,0.0,8.0,9.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,6,0.0,, ,, ,No_SingleDoor,Fair,Black, ,0.0,,,No,3.0,Bench_Permanent,Trees_Good,Concrete,Poor,Poor,Within_100_FT,Marked,Curb_Height,Concrete,Yes_Single_Door,Paved,,,,,, ,, , , ,,,,,,,,,,,,Shirley St at Crest St,11.3,5.5,16.8,,2,0,1,0,0,0,3,Low,Monthly,Basic,,Needs current A/B/C category
5105,Duke Regional Hospital (NB),36.038303,-78.898968,Active,352.0,STOP10797,36.038303,-78.898968,   Duke Regional Hospital (NB),Off_Street,Duke Regional Hospital,0.0,39.0,23.0,Bus_Bay,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"4, 9, 9A",1.0,Current,Black,,GoDurham Timepoint,No_SidewalkAbuts,Fair,Black, ,0.0,,Shelter,No,4.0,Bench_Permanent,Trees_Good,Concrete,Poor,Poor,Within_100_FT,Marked,Curb_Height,Concrete,Other,Paved,Good,Both,One,,Concrete, ,, , , ,,,,,,,,,,,,Duke Regional Hospital (NB),75.4,88.7,164.1,,4,0,4,0,0,3,11,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5106,Erwin Rd at Research Dr,36.008689,-78.94159,Active,538.0,STOP10875,36.008689,-78.94159,   Erwin Rd at Research Dr,Midblock,Erwin,15000.0,3.0,4.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"6, 11, 11B, 20, H5, H6",0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkAbuts,Good, , ,0.0,,Pole,No,0.0,,Trees_Fair,Concrete,Fair,Fair,Within_Sight,Marked,Curb_Height,Concrete,Other,Paved,Good,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,0.0,0.0,1.0,Yes,"The bus stop is identified by the blue Duke Transit sign on the right. The boarding area is a continuous concrete sidewalk (paved, two doors, sidewalk connection Yes). A trash can and street light are located immediately adjacent to the stop area.",Erwin Rd at Research Dr,31.3,33.4,64.7,,3,0,3,0,0,0,6,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5111,Lawson St at Merrick St (Pearson Cafeteria),35.97634704,-78.89968564,Active,970.0,STOP10119,35.976382,-78.899468,   Lawson St at Merrick St (Pearson Cafeteria),Midblock,Lawson,8600.0,10.0,14.0,Traffic_Lane,No,Durham,Granite_Curb,Yes, ,No, , ,GoDurham, ,8,2.0,Techline,Black,Traffic_Ped_Crossing,GoDurham Timepoint,No_SidewalkAbuts,Fair,Black, ,0.0,,Shelter,No,6.0,Bench_Permanent,,Concrete,Fair,Fair,Within_100_FT,Marked,Curb_Height,Concrete,Other,Paved,Fair,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,1.0,1.0,0.0,No,The bus stop features a shelter with an integrated bench located on a wide concrete sidewalk.,Lawson St at Merrick St (Pearson Cafeter,9.3,6.3,15.6,,2,0,4,0,0,0,6,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5112,Angier Ave at Commonwealth St,35.97067,-78.86345,Active,26.0,STOP10120,35.97067,-78.86345,   Angier Ave at Commonwealth St,Near_Side,Angier Ave,8100.0,1.0,1.0,Traffic_Lane,No,Durham,Open_Section,Yes, ,No, , ,GoDurham, ,2,0.0,, ,, ,,Fair, , ,0.0,,,No,0.0,,,,,,,,Level_with_Roadway,Brush,,Unpaved,,,,,, ,, , , ,,,,,,,,,,,,Angier Ave at Commonwealth St,1.8,0.5,2.3,,1,0,0,2,0,0,3,Low,Monthly,Basic,,Needs current A/B/C category
5113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blackwell St at Forest Hills Apts (SB),0.0,0.0,0.0,,0,0,0,0,0,0,0,Low,Monthly,Basic,,Needs current A/B/C category
5116,Roxboro St at Duke St (Autozone),36.057,-78.90312,Active,1459.0,STOP10122,36.057,-78.90312,   Roxboro St at Duke St (Autozone),Midblock,Roxboro,33000.0,0.0,0.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"9, 9B",0.0,, ,, ,,Good, , ,0.0,,,No,0.0,,,,,,,,Curb_Height,Grass,,Unpaved,,,,,, ,, , , ,Yes,1.0,Grass,Unpaved,No,,0.0,0.0,0.0,No,The bus stop sign is located on a grassy shoulder in front of an AutoZone parking lot. There is no sidewalk connection or paved landing pad available.,Roxboro St at Duke St (Autozone),1.6,7.1,8.7,,1,0,0,4,2,0,7,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
